id,owner_id,event_type_id,season_id,competition_id,team_id,catalog_version_id,occurred_at,label,notes,created_at,updated_at,sport_space_id
a94e9d5e-ab72-4202-beed-c54d8f1273ee,ff50e524-a828-498f-9ebf-b1a35c0633a3,b25f16c0-eb27-4541-9b09-a033250821f4,,,bfa7555f-e79d-41d3-82b7-1db381bacb6b,99491481-e097-4c07-a236-48d521f613d8,2026-07-28 19:16:40.628413+00,,,2026-07-28 19:16:40.628413+00,2026-07-29 12:01:58.760608+00,df56dc61-8df4-4c14-bfc8-6ebdef23c54e
8f5024a4-62af-45e7-b12c-f4fededb0ed7,5c91139d-cbb2-47c5-8959-2e20b022f55c,40d56110-9715-470a-97b9-f5f6dc44cdb8,,,83697e5b-82ef-404c-a244-f78303cf4777,dd3dd2b9-7709-49d2-b292-6573180f7fdc,2026-07-28 19:17:45.257823+00,,,2026-07-28 19:17:45.257823+00,2026-07-29 12:01:58.760608+00,43941e2d-bd3e-4f80-b905-dbeb78fb6312
bc9ffd5a-2130-44b7-b48a-505b6c967cbd,600fdac1-7349-4999-9b66-ab52b8027067,8038133a-7191-4cd4-a0ac-de157ff1c269,,,cae86863-c2e9-4399-b862-56c8a5645447,208954ec-8b60-4ff9-8655-432f4c511a13,2026-07-28 19:17:49.102318+00,,,2026-07-28 19:17:49.102318+00,2026-07-29 12:01:58.760608+00,0676f8f1-bf1e-43ac-927d-d488bd2f3e87
a9c5233c-3b4d-4466-8855-042c7e72d31e,690e8062-0a18-409c-a22d-d2d9fe4e1abc,758f20b7-78b5-4cdb-94b9-072c8b64985d,,,cb25544f-a9e1-4ea8-8e4d-7bec1454e898,fdacb7f7-7951-4730-a88b-bf8b9b13eb13,2026-07-29 13:31:19.64231+00,,,2026-07-29 13:31:19.64231+00,2026-07-29 13:31:19.64231+00,8b0a87be-6bb3-49f3-b7c4-84ab11af8949
99aa0949-6d4e-4d6d-8cb4-4e41ed4b68b0,336fcc38-cb14-4050-9a09-76c5dfff3485,8038133a-7191-4cd4-a0ac-de157ff1c269,,,0ef2801e-5ae8-49a1-85e0-21f9b54f6f17,ea88d3a0-e5be-4ecc-bd69-474fb2c2ba12,2026-07-29 13:31:27.167266+00,,,2026-07-29 13:31:27.167266+00,2026-07-29 13:31:27.167266+00,e1db391e-05e8-481e-9c56-e173e4afd444
